username,ulasan,rating,tanggal
dian mahmudiah,best,5,2026-05-19 08:57:14
Slamet Hiraisin,CS nya ramah,5,2026-05-19 08:56:13
Novi Dwi L,"aplikasi resek. di upgrade malah down.. heran banget dah. giliran minta tolong ke ticketing kagak di gubris .. KALO KAGAK BISA BIKIN APK BAGUS MENDING PAKE CARA LAMA DAH ATAU GAK PAKE SISTEM TAP E-MONEY KAYA KRL. KALO BEGINI BIKIN RUGI WAKTU ORANG CUMAN NUNGGU LOADING APK LU PADA. Update terbaru Apk gajelas! mau pesen tiket, karena efek jaringan yang ga bagus ketika masuk lagi malah ga bisa pesen tiket dengan alasan same schedule! padahal belom pesen tiket sama sekali! kacau!",1,2026-05-19 08:01:21
Soenar yadi (soen),pesannya mudah,5,2026-05-19 06:36:28
Jaffar Sodik,Aplikasi Rekomended Buat yang mau order booking tiket Kereta Api,5,2026-05-19 06:25:50
Syahrullah “Syahrul”,gak jelas,2,2026-05-19 05:58:12
Hendri Setiawan,mudah dan transparan,5,2026-05-19 05:32:44
Hadii Sunandar,jujur aga kecewa cetak e boarding pass antarkota harus dicetak 2 jam sebelum berangkat,1,2026-05-19 05:30:45
dadang Hidayatullah,mantap,5,2026-05-19 05:05:45
Abu Ubaidah,biaya pembatalan mahal banget gila sih,3,2026-05-19 04:29:26
Mahesa,aplikasi sering tidak ada layanan,2,2026-05-19 03:24:42
08. Fina Yurotun Nisa,"miinn kenapa ya selalu susah di bagian pembayarannya? katanya pake e-wallet bisa. giliran dah disambungin muter mulu dari apk KAI ke e-walletnya. kl dikeluarin jadinya malah g bisa dibayar. tolong dong min, diperbaiki bagian pembayarannya 😭😭😭 perasaan susah mulu dari dulu 😭😭😭😭",4,2026-05-19 03:06:26
Mhd Afrizal,"sering terjadi eror, tiket tidak tersedia di hp ku tp hp yang lain bisa, tolong kalau itu bug segera diperbaiki!!",1,2026-05-19 02:13:10
a Khudhori,aolikasi sangat jelas pemakaiannya,5,2026-05-19 02:04:01
Saprawi 38,kenapa saya mau upgrade kok tidak bisa terus,5,2026-05-19 00:22:15
Herlin Widaswara,"kenapa sih kai makin di update malah makin buruk, versi apk sebelumnya ga pernah selemot ini, tpi setelah apk di update jadi lemot parah apk sering tidak menanggapi mau pesen tiket makin sulit",1,2026-05-18 22:42:05
Ibnu Sulaiman,bagus,5,2026-05-18 22:36:01
farid Ramdhan,sangat user friendly terimakasih KAI,5,2026-05-18 22:31:17
Sri Yahmi Wulandari,"aplikasi aneh, sudah entri berbagai tujuan, sama sekali gak ada muncul hasil pencarian sama sekali..",1,2026-05-18 21:06:02
Saka,baik,5,2026-05-18 18:01:34
Murni Handayani,apk yang sangat buruk!,1,2026-05-18 17:52:59
Icha Maysitha,MINTA TOLONG YA KAI DIPERBAIKI LAGI SERVERNYA BUKAN CUMA UPDATE TAMPILAN DOANG!!!!!. APALAGI PADA SAAT MOMEN KAYAK HARI BESAR. UDAH BELA2IN BEGADANG WAR TIKET GAK BISA LOG IN UJUNG2 TIKET UDAH PADA SOLD OUT,1,2026-05-18 17:52:38
nevit tri utomo,Sangat amat sangat buruk sekali. tak bisa dipakai sama sekali. sekelas pelayanan bumn kok seperti ini. namanya INDONESIA ya seperti ini ya,1,2026-05-18 17:52:10
Nailatul Muna,"sering gagal waktu pembayaran, karena qrisnya tidak keluar dan auto kembali ke home, trs ketika mau pesan lagi tidak bisa karena jam nya tertulis sama padajal tiket sebelumnya belum sukses, mengesalkan",3,2026-05-18 17:49:38
Errifa Susilo,"sering eror, gak jelas",2,2026-05-18 17:48:42
BIB Phanter ASC SBY,tolong d perbaiki aplikasi bobrok,1,2026-05-18 17:43:10
Azahrabelva,apk lemot bgt. rame dikit lemot. pdhl device bagus dan jaringan lancar. buat main game berat 40gb aja lancar bgt tp buat beli tiket di apk ini lemotnya ga ketulungan.,1,2026-05-18 17:38:58
Rhevalen Phanji Djatikesuma,"sering bermasalah, aplikasi kocak kocak",1,2026-05-18 17:37:26
Rahman Budi Kusuma Wardana,"Pesan pakai qris, lama 10 menit ku close eh pemesanan masuk. tidak bisa dibatalin pula, tidak bisa pesen lagi di waktu yang sama. tolong perbaiki lah, bisa batalkan pemesanan sehingga tidak kehabisan",1,2026-05-18 17:36:15
M24B_18_Rakhmad Wira Habibie Nur,"sistem apk nya jelek, percuma di update klo sistemnya kyk sampah",1,2026-05-18 17:34:51
Nawal Manila,"Sering bgt down, apalagi kalo buat war tiket. Udh jam 00.00 tapi tiket tidak tersedia. Baru 30-40 menit setelahnya tersedia dan tiket udh pada abiss. Ini buat kereta lokal yg ke SBY blitar. plislahhh diperbaikiiiiiii",1,2026-05-18 17:34:46
Kayla,"sering ngelag, padahal udah bayar tapi tiket ga masuk masuk, apalagi waktu rame-ramenya jam pesen tiket, huft",3,2026-05-18 17:28:16
Sushant Mehta,"SANGAT TIDAK USER FRIENDLY, PEMBARUAN LAMA, KONFIRMASI SETELAH WAKTU BAYAR LAMA",1,2026-05-18 17:23:27
Dephie Devympire,tidak bisa dibatalkan pesanan walaupun belum dibayar lemot loading lama,1,2026-05-18 17:20:06
Jojo,"APLIKASI GAJELAS, SERVER GEDEIN BIAR GAK LEMOT, APLIKASI LELET, INTERNET 5G KENCENG MASA GAK BISA PESEN WAR TIKER ANEH",1,2026-05-18 17:19:43
Fauzi Aja,"aplikasi ga guna, yg di prioritasin malah apk tiket sebelah, bukanya punya sendiri. giliran buka di sebelah, tiket udah di buka buat di beli, malag disini belom, trus buat apa lu bikin aplikasi kaya gini.",1,2026-05-18 17:18:35
Chandra Amelisa,"makin lama makin LEMOTTTTTTT udah war h-3 menitan udh langsung habis padahal kursi masih tersisa, dulu sebelum diupdate ga pernah kyk gini, balikin acses kai yg dulu plis",1,2026-05-18 17:17:11
Revania Putri,saya sudah bayar tapi kok belum masuk yaa? jangan bilang hangus?,4,2026-05-18 17:17:02
Noor Kansyah Saylendra,"aplikasi error mulu, dah begadang nyampe jam 00 buat beli tiket malah error",1,2026-05-18 17:14:07
Tako Online,"aplikasi eror mulu buat pesen tiket, perbesar servernya. kaya ga mampu aja sewa IT",1,2026-05-18 17:14:07
Fuji Syaharani,"sering sekali eror sekarang, beberapa kali cari tiket jadi susah banget, dan hari ini seharian saya keluar masuk apk tetep eror gabisa dipake :(, semoga lekas di perbaiki ya",2,2026-05-18 17:08:49
Ivana Langie,aplikasinya mudah digunakan. cara pembayarannya juga banyak pilihannya.,5,2026-05-18 15:24:47
Ilham Agung Wijaya,"min, jadwal tiketnya tiap semenit ko suka ilang ya",4,2026-05-18 12:21:30
Rama Uji,sumpah mempermudah tapi knp harus banyak bug nya sih kaya ngecek tiket buat tanggal 15 buln dpan tadi pagi trs pas mau pesen jarak beberapa menit cuman gara gara buka chat dlu langsung ilang lagi tiket nya we,3,2026-05-18 12:11:20
Nunung Nuripah,kenapa sering error jadwal tidak muncul huhuu,3,2026-05-18 10:56:45
Djati Witjaksono Hadi,"Cukup membantu untuk informasi dan pemesanan, hanya saja informasi tentang pilihan diskon untuk Lansia tidak selalu muncul",5,2026-05-18 10:48:28
Sumiyarto Sumiyarto,nicely,5,2026-05-18 10:46:02
Nabila Tandika,"kenapa di aplikasi saya pas mau cek jadwal keberangkatan suka ada dan suka ga ada jadwal nya,mau di pilih setiap tanggal juga ga muncul² jadwal nya, saya sudah ke stasiun malah pegawai stasiun juga bingung apalagi saya, padahal waktu di cek di akun pegawainya jadwal di tanggal itu ada,banyak malahan,tapi di akun saya tidak tertera jadwal apa pun,saya coba chat ke wa ga ada tanggapan malah maaf maaf mulu dan akhirnya tidak jadi chat,tolong dong tanggapan nya min,trimakasih.",3,2026-05-18 10:32:56
istiqomah istiqomah,pelayanan tok banget,5,2026-05-18 09:30:26
Siti Nur,sgt membantu dan menyenangkan bossque,5,2026-05-18 09:20:27
vikri andrawan,👌,5,2026-05-18 09:16:10
EKO SETIYAWAN,"aplikasi resmi, tapi ga guna. alasan : jadwal ga ditampilkan, masa iya langung habis. dicoba tampilkan ka yang tiketnya habis, tetap ga nongol.",1,2026-05-18 08:03:20
Rayna Rani,ok aplikasinya,5,2026-05-18 07:59:37
Azizah Azy,mau pesan tiket harus upgrade ke member basic dan gagal terus.,2,2026-05-18 07:26:33
Dzaky Darussiddik,"Mau ReInstall KAI access tapi ga bisa krna tidak kompatibel, kok bisa ya ? Padahal udah update Software android ke versi terbaru",3,2026-05-18 06:44:36
Faisal Tanjung,pelayanan dan responnya sangat baik,5,2026-05-18 06:25:24
fourty one,aplikasi nya bagus. cmn pembayaran via kai-nya lngsung lebih mahal. iseng top up 10rb yg masuk cmn 8rb. gtw 2rb nya kemna. jdi klw mau nglakuin pmbayaran enak pake pihak ke 3 aja.,4,2026-05-18 05:28:13
Ainu Rohmah,mantab,5,2026-05-18 04:55:41
Aira Fahira,mantap,5,2026-05-18 02:53:30
Mahathma Muhammad,"aplikasi sampah, tiket ilang (tidak tersedia) terus padahal baru dicek masih banyak yang tersedia. dari sebelum lebaran sampe sekarang masih sama aja, payah!",1,2026-05-18 02:28:23
mariadi mariadi,"sangat menyenangkan mudah, cepat agar tetap konsisten atas layanan yang sudah baik ini",5,2026-05-18 02:15:57
Riskanto Kapten,ok,5,2026-05-18 01:49:58
Nur Karen,di download susah amat,5,2026-05-18 01:39:54
Rita Windiarti,sukses,5,2026-05-18 01:04:15
Iqbal Rizqullah,mantap,5,2026-05-17 23:29:48
MSphotography Official,Sering kali pada saat cari tiket hilang tdi ada perjalanan,1,2026-05-17 22:57:59
Warlie Suwarlie,jangan lemot dong,5,2026-05-17 22:05:03
Dimas Vian,Top up KAIPay 16.000 kok yang masuk cuma 13.100?,1,2026-05-17 21:25:51
Nurdin's Tea,"mempermudah proses pesan ataupun cancel, bisa dimana saja dan kapan saja",5,2026-05-17 18:28:23
Andi Lestian,d kerjain gw sm ni aplikasi... ga tau mana yg benar datanya ga sync antara di mobile & browser PC. waktu itu mau test beli tiket bengawan k lempuyangan di jam 00:05 di mobile udh 'no seat available' tp di browser PC masih available. coba QC nya tolong d cek2 lagi ya.,2,2026-05-17 17:40:50
Mohamad Arifin,sangat baik dan kenyamanan juga,5,2026-05-17 14:32:56
New Patra,apk tolol,1,2026-05-17 13:41:41
gelar kurantul,"coba hubungi cs, disuruh nunggu sejam lebih",1,2026-05-17 13:07:22
Hafid Habibi,bagus,5,2026-05-17 11:43:18
muhamadrifqi firdaus,verivikasi lama benerin kek gw udah lebih dari 10 kali email coba masih aja gitu,1,2026-05-17 11:32:13
Idil Haji,"Aplikasi anehh, mau pesen tiket harus daftar member basic, tapi daftarnya malah gabisa, rusak rusaakkk",1,2026-05-17 11:26:17
Dewana lanang,server sering eror,2,2026-05-17 11:09:25
Wedha Triasmono,informasi lengkap,5,2026-05-17 11:00:47
A3 Anisahwa Depiyanti,aplikasi membantu tapi di sayang kan ya itu kadang eror. semoga kedepannya aplikasi ada perbaikan lagi,4,2026-05-17 08:59:55
Sahril Sidik,ini pas mau cari tiket kadang suka error tidak ada jadwal padahal sebelum nya ada pas dicari lagi tidakk ada jadwal,5,2026-05-17 08:14:59
Satya Wicakcono,servernya jelek jalannya patah2 apalagi pas ada invation zombi,1,2026-05-17 08:12:45
Ilham Anshori,saya udh login kenapa statusnya akun inactive? bagaimana memulihkan nya lagi?,1,2026-05-17 08:12:00
Santoso,mudah penggunaan aplikasinya,5,2026-05-17 06:21:07
Isna Ernana,saya sudah pesan tiket saldonya sudah berkurang tp kenapa no pesanan TDK ditemukan padaymau ubah jam berangkat aja susah sekali mohon dibantu dong gimana saya mau ubah jam berangkat aja susah sekali,4,2026-05-17 06:08:16
Tata Pranata,"upgrade ke member basic udah berapa kali isi biodata sudah bener tetep susah masuk,mau pesen tiket jadi susah",3,2026-05-17 06:03:52
Usee Citrus,sangat bagus aplikasinya. sangat membantu pengguna KA,5,2026-05-17 05:22:33
Egi Anugrah Putra,"mempersulit yang mudah. Biasa nya bisa pesen tiket. Tiba"" harus upgrade ke basic. Emang ga ada yg bener apk pemerintah!!!",1,2026-05-17 04:44:50
Virgilius Ramlan Tonaho,👍,5,2026-05-17 04:35:06
Dewi Agustiya N,Kereta api berangkat jam 10:26 Sampai sana tepat 10:26 kereta ada. sudah tidak bolh masuk.,1,2026-05-17 04:19:25
Andrian Andrian,ok,5,2026-05-17 04:02:59
Pramono,"Ada info dari teman, kereta api Limex Tanjungkarang-Palembang akan beroperasi lagi. Benarkah itu dan kapan pastinya?",5,2026-05-17 03:29:19
Margiyanto,Ok...,5,2026-05-17 02:35:57
Pengguna Google,ga bisa untuk lebih 4 orang dan ga bisa pembatalan atau edit tiket,1,2026-05-17 02:19:13
Nurul Hidayanti 6B,mantapp cepat responsip,5,2026-05-16 23:49:58
Lukman Hakim,"Aplikasi pungli.. bayar berapa potongan ga dikasih tau, beginilah wakanda.. malu mental pengemis..",1,2026-05-16 22:51:23
iva mahardi,good,5,2026-05-16 22:21:58
bayuuu putraaa,"Aplikasi buruk, tiket bengawan banyak dicaloin itulah kenapa Allah Swt selalu kasih ujian selalu ada laka antar kereta api , karna didalamnya buruh mnagement kerja sama dengan calo bengawan, mungkin ini yg namanya doa penumpang yg terdzolimi pakai akal sehat jam 00.00 tiket belum muncul tapi jam 00.10 Bengawan Habis. sampai kapanpun kalo tidak ada pembersihan calo, Kai banyak manusia dzolim didalamnya. Allah tidak pernah tidur",1,2026-05-16 20:08:43
Edy Sutanto,baik,5,2026-05-16 19:28:02
Panglima tempur Ozan,cepat dan akurat,5,2026-05-16 18:07:50
WAHYU,"Saya lupa refund karena jadwal kereta jam 6 pagi. Aturan pembatalan maksimal H-2 jam menurut saya terlalu ketat, jadi tiket Rp58 ribu hangus padahal masih malam sebelumnya. Semoga ke depan ada toleransi atau pengingat otomatis untuk penumpang",1,2026-05-16 17:30:05
Masaji,"Saat mau pesan kereta antar kota selalu tidak ada kereta tersedia. Sering seperti ini, entah bug atau apa. Kadang muncul, kadang tidak untuk jadwal kereta nya",2,2026-05-16 15:41:54
Yudha Firdaus,"refaund yg kemarin min, saldo nya udh di ambil tiket nya ga muncul",1,2026-05-16 14:46:00
Totong Otong,baik,5,2026-05-16 14:21:59
Abdurrofi,mantap,4,2026-05-16 13:47:05
Joko Kuswanto,aplikasi busuk di hp gw tiket abis semua di hp bini ada lengkap orang mau beli tiket jd susah,1,2026-05-16 13:14:16
Dewas86 Dewas86,macap,5,2026-05-16 13:12:34
Wahyu Pribadi,sering ngelag hari ini jg error untuk pencarian jadwal kereta!,1,2026-05-16 13:03:08
Risdianto Syahbudin,keren,5,2026-05-16 12:49:10
ahmad enfair,simpel bagus,5,2026-05-16 12:20:22
Janathan Alfarizy,sangat bagus apk nya bakal jdi langganan,5,2026-05-16 11:53:37
Wisnuabitsabit,Mayan buat jalan jalan sama teman masalah di omelin sama keluarga belakangan yang penting senang 🗿🗿🗿🗿🤣🤣🤣🤣,5,2026-05-16 11:40:38
214_Ade Nurrohim,error mulu,1,2026-05-16 11:09:37
Rian Hadiana,akhir akhir ini aplikasi kebanyakan error sedang dalam perbaikan.tidak bisa masuk,1,2026-05-16 10:51:03
Afanin Nabila,"benci bgt sama app ini, disuru buat akun member tp susah bgt ga di approve juga, pdhl data uda diisi semua, alasan krna email kadaluarsa, sign up pake nomor hp disuru ganti pass uda dimasukin pass baru malah gabisa juga, app tolol buatan siapa sih ini??!!!!! menyusahkan pengguna !!",1,2026-05-16 10:20:00
ramadhan 103,"saya topup 20k kepotong 3k , lalu saya mau pesan tiket kata sandi selalu salah ingin riset tetapi terjadi eror terus harusnya harus di perhatikan hal seperti ini, kacaw",1,2026-05-16 09:26:02
Jarrot Brajamusti,ini refund memang lama banget apa yah min? gak seperti aplikasi biru sebelah,3,2026-05-16 09:06:42
Alfreda Cecio,lemot untuk membuka nya,1,2026-05-16 09:03:06
Coba Coba,sering troble dan gk bisa buat pesan tiket,1,2026-05-16 08:12:15
Anang Statham,mending hapus aja menu railfood nya. susah kali gak nyambung2 menu-menunya.,2,2026-05-16 07:45:31
dian noer,"Ini aplikasinya kenapa ya, setiap nyari jadwal kereta buat bandingin hari aja setelah 5x pencarian langsung ga muncul jadwal keretanya, masa ada limit pencariannya dulu perasaan engga ada",2,2026-05-16 06:42:12
Adistya Febriana,Kenapa tidak bisa di download ya,1,2026-05-16 06:25:44
Nengyeni,saya tidak bisa daftar....,2,2026-05-16 06:18:05
Komentar Sonny,kembalikan rute supas Wonokromo Porong jam 2 pagi .itu sangat menolong saya saat tiba dr jakarta ke pasar Turi jam 1pagi buat transit .tapi tiba tiba rute di hilangkan.kalau ingin ngejar jadwal balik .majuin saja berangkat jam 1pagi. asal stasiun stasiun kecil berhenti. gara gara rute di hapus banyak penumpang yang tidur di lobby stasiun.menunggu pagi .mereka kecapean.coba cek CCTV jam 2pagi pasti lihat banyak penumpang tidur di lantai stasiun. ayo kasih solusi jangan tiba tiba di hilangkan.,3,2026-05-16 05:51:20
Sita Aziz,good,5,2026-05-16 05:31:25
Siti Masitoh,sangat bagus dan jadi lebih gampang dan memudahkan,5,2026-05-16 04:39:27
Galih Daffa,"Setelah update malah sering bug masa rute reguler gambir bojonegoro tidak tersedia tapi giliran dipilih connecting train ada, aneh banget padahal banyak sarana kereta regulernya",1,2026-05-16 04:09:58
Michaela Eleanor Josephine Pramana,entahlah emosi bgt buka kai access ... lemot bgt ujung2nya gabisa dibuka,1,2026-05-16 04:08:26
nateh panerang90,SAATNYA LIBURAN,5,2026-05-16 01:47:15
BELLA ASMUNAH,bagus,5,2026-05-16 01:45:45
Alit Bangun,lancar dan baik,4,2026-05-16 01:45:19
Sansan Ishadi Ismail,tidak bisa di buka.,1,2026-05-16 01:23:22
Agta Dhia syarafana,transportasi ternyaman dan tepat waktu,5,2026-05-16 00:54:39
Ora Penyok,"pelayanan pemesanan tiket semakin mudah dan aman, kenyamanan, keamanan, ketepatan waktu serta kebersihan selalu terjaga, terima kasih KAI",5,2026-05-16 00:14:58
Krisanti Dear,aplikasih super,5,2026-05-15 22:08:59
Aisyah,"kenapa ya, saya sudah lama banget download tapi pas mau daftar member basic gabisa terus. Padahal udah klik buat lanjutkan tapi ga dapet apa apa tuh",1,2026-05-15 21:41:47
rayyan hamka,ke depan untuk tiket kereta api lokal yang tidak ada menu pembatalan pesanan. diganti dengan menu hapus pesanan dengan konsekuensi uang tidak kembali 100%.saya kira tidak masalah yang penting bisa pesan tiket lagi dengan jadwal yang sama,4,2026-05-15 18:14:18
Wahyu Iswanto,"parah aplikasinya,masa cari tiket ada keterangan tiket tidak tersedia,pasar senen ke semarang poncol",1,2026-05-15 17:24:18
HERWAN Wwn,mau pesen tiket abis terus.,1,2026-05-15 14:58:11
Samsul Arifin,aplikasi sering keluar sendiri diwaktu urgen,2,2026-05-15 13:43:05
Wangga Arif mawan,Bagus banget jadi GK ngantri di loket semoga st Brebes Jawa Tengah menjadi st besar tambah kereta nya amin🙏 solnya setip mau berangkat pagi sore MLM siang susah .. solnya GK ada keberatan pagi MLM sore siang? Tolong dong stasiun Brebes tambah kereta lagi KA Majapahit sama ka Brawijaya kA Blambangan ekspres kA Gumarang KA pandalungan KA Argo Anjasmoro KA Argo Merbabu KA Argo Muria KA Sindoro bisa di perpanjang sape Brebes Amin 🙏🙏💪💪💪🥺🥺🥳🥳,5,2026-05-15 13:08:59
Ineu Yuliani,nyaman,5,2026-05-15 12:56:10
septian Ep,mantap,5,2026-05-15 12:06:25
Heri Kurniawan.,mantap dan tingkatkan lagi pelayanan nya,5,2026-05-15 12:03:18
Asep Teddy,tolong kereta api parahyangan katanya bekas papandayan ke arah bdg ini panas banget premium gerbong 1,1,2026-05-15 11:59:42
Anny Kusbandiyah,oke,5,2026-05-15 11:38:59
S.By.S,"maaf bintang saya kurangi, semenjak update malah banyak bug/jadwal keretanya banyak yg kosong",2,2026-05-15 11:29:16
Suciati Les,tidak dapat mengecek jadwal kereta api antar kota. mohon diperbaiki,1,2026-05-15 11:15:10
Zenia Wahyuningsih,update yaa ap nya nice,5,2026-05-15 10:36:26
Al Fiyan,Good,5,2026-05-15 09:59:07
Indrako Setiawan,oke,4,2026-05-15 09:34:36
Helmy Nur,"sekarang pembelian, perubahan dan pembatalan tiket lebih mudah via aplikasi tanpa mengantri dan datang ke stasiun",5,2026-05-15 09:25:45
Urfan Amiruddin,sering bgtt maintenance terlalu sering!!!! maintenance nya ke unit gerbong sama unit2 nya aja apk normalin rebet bgt mau pesen2 lokal aja selalu maintenance aneh bgttt,2,2026-05-15 09:11:32
Cecep Gumilar,"sulit digunakan, tidak bisa update member",1,2026-05-15 07:44:56
Tinuk Ervariawati,moda transportasi andalan tepat waktu dan nyaman. makanan enak meskipun mahal,5,2026-05-15 07:44:09
Kopiisusu,mantappp..,5,2026-05-15 06:55:08
Fahri Kurniawan,otp susah,4,2026-05-15 06:10:46
Dini Agustina,baik,5,2026-05-15 06:02:02
nurhidayat muhamad,"Aplikasi trouble saat pembatalan. Sampai habis waktu pembataln, tiket hangus, Kacau",1,2026-05-15 05:52:37
Sekar Ayu,semakin kesini aplikasi nya malah makin jelek malah info keretanya suka ilang ilangan,1,2026-05-15 05:44:02
Aji Jaya,"istmewa ,,,mudah diperjalanan,,",5,2026-05-15 05:41:52
Afilia Attamimi,kalau pembayaran ditinggal dan mau melanjutkan ke pembayaran cukup sulit,3,2026-05-15 04:48:23
